Data,Operation,Resource_0,Resource_1,Resource_2,Resource_3,Resource_4,Resource_5,Chosen_Resource,Adress
3981889,2,74,81,64,3,75,87,3,10.0.0.6
13592802,1,100,58,19,40,81,43,2,10.0.0.5
38567592,2,1,49,14,94,50,17,5,10.0.0.8
40375593,2,59,66,94,31,10,23,5,10.0.0.8
22212072,1,76,54,85,46,54,70,4,10.0.0.7
88239271,2,31,9,83,7,86,75,3,10.0.0.6
54054896,2,62,84,11,93,3,30,5,10.0.0.8
49421119,1,24,26,70,25,71,13,0,10.0.0.3
14149553,2,33,18,91,51,63,69,1,10.0.0.4
66752157,2,91,60,3,97,8,42,5,10.0.0.8
75718980,2,40,36,99,7,15,32,3,10.0.0.6
88205867,2,81,97,83,87,59,91,3,10.0.0.6
30341540,2,8,20,26,73,68,43,1,10.0.0.4
79903679,1,60,0,63,57,68,91,0,10.0.0.3
56147672,2,100,20,89,62,43,90,1,10.0.0.4
46724421,1,10,66,46,46,29,92,0,10.0.0.3
94170836,2,42,69,46,48,86,83,3,10.0.0.6
83075346,1,53,8,97,95,13,58,4,10.0.0.7
96214830,2,53,12,89,22,65,85,1,10.0.0.4
54651021,2,38,28,33,48,86,21,5,10.0.0.8
55016735,1,45,20,75,96,76,55,0,10.0.0.3
53919613,1,5,20,6,2,88,50,0,10.0.0.3
10038115,2,9,71,18,34,85,19,5,10.0.0.8
4461224,2,73,20,23,48,95,10,5,10.0.0.8
28893801,1,6,55,10,58,65,79,0,10.0.0.3
22515260,2,56,49,33,74,71,73,1,10.0.0.4
5782717,1,76,33,76,93,89,82,0,10.0.0.3
14922338,2,43,37,66,58,76,82,1,10.0.0.4
94803765,2,48,9,44,44,56,34,1,10.0.0.4
12348619,2,46,56,58,84,95,27,5,10.0.0.8
79133484,1,77,27,85,58,54,27,4,10.0.0.7
79533026,1,80,15,58,1,34,67,4,10.0.0.7
84440933,2,80,97,63,84,8,40,5,10.0.0.8
88949893,2,14,59,65,50,44,87,3,10.0.0.6
16350698,2,56,80,44,77,22,11,5,10.0.0.8
65254459,1,6,99,72,75,84,85,0,10.0.0.3
8868116,2,88,22,77,4,28,12,3,10.0.0.6
57038808,2,73,44,10,20,24,69,3,10.0.0.6
52463063,2,26,55,8,93,11,3,5,10.0.0.8
55955243,2,78,14,59,63,40,3,5,10.0.0.8
89093000,1,23,19,34,74,58,11,0,10.0.0.3
94650090,2,16,59,97,37,55,28,5,10.0.0.8
88859578,2,98,33,53,72,34,24,5,10.0.0.8
72850784,2,96,89,88,96,57,46,5,10.0.0.8
64356141,2,3,18,91,67,82,43,1,10.0.0.4
68760224,1,79,69,99,67,46,7,4,10.0.0.7
52472331,2,97,22,40,47,72,42,1,10.0.0.4
78579630,2,60,52,95,76,58,46,5,10.0.0.8
30170768,1,80,49,81,62,13,89,4,10.0.0.7
29328158,1,75,94,78,64,64,50,4,10.0.0.7
94743077,2,14,62,19,79,66,32,5,10.0.0.8
96248681,1,37,14,1,88,0,10,4,10.0.0.7
32928711,1,9,57,60,52,39,37,0,10.0.0.3
36623566,2,50,95,81,63,70,21,5,10.0.0.8
16240228,2,71,45,60,63,41,19,5,10.0.0.8
38867716,2,51,27,88,1,34,2,3,10.0.0.6
965467,2,38,60,12,79,17,51,5,10.0.0.8
75770768,2,36,11,66,100,17,90,1,10.0.0.4
82733915,1,1,5,10,88,63,31,0,10.0.0.3
85899270,2,79,44,13,2,18,86,3,10.0.0.6
30985142,1,69,48,99,97,94,80,0,10.0.0.3
50402080,1,53,28,49,99,90,26,2,10.0.0.5
52974780,2,55,5,25,35,7,96,1,10.0.0.4
4507533,2,49,27,67,26,44,72,3,10.0.0.6
3764392,1,70,54,62,47,38,11,4,10.0.0.7
77631334,2,57,45,72,1,50,83,3,10.0.0.6
62558372,2,100,54,59,80,78,91,1,10.0.0.4
64844271,1,42,82,97,73,44,44,0,10.0.0.3
34936130,2,51,4,50,83,21,43,1,10.0.0.4
26650612,2,7,97,29,6,26,20,3,10.0.0.6
59536862,1,86,45,33,95,54,69,2,10.0.0.5
57646240,2,55,8,29,30,83,87,1,10.0.0.4
9614052,2,45,39,65,59,33,16,5,10.0.0.8
86423852,2,6,1,62,41,63,41,1,10.0.0.4
39219328,1,80,69,60,70,75,46,2,10.0.0.5
34278832,1,62,55,99,33,11,56,4,10.0.0.7
99506364,1,21,86,40,54,1,49,4,10.0.0.7
33248087,2,55,34,29,97,71,76,1,10.0.0.4
37617025,1,77,79,74,95,89,58,2,10.0.0.5
37562150,2,99,99,16,10,61,95,3,10.0.0.6
5862825,1,64,85,26,69,45,70,2,10.0.0.5
3291493,2,48,62,100,66,76,73,1,10.0.0.4
31911107,1,100,73,66,16,60,45,4,10.0.0.7
23674687,1,4,90,21,96,6,80,0,10.0.0.3
82533230,1,39,2,70,54,95,56,0,10.0.0.3
49119838,1,29,10,81,60,28,23,4,10.0.0.7
57900539,1,73,48,40,90,21,61,4,10.0.0.7
38410730,1,10,34,57,85,9,51,4,10.0.0.7
31238595,2,34,43,12,5,37,44,3,10.0.0.6
89547445,2,41,68,50,92,56,37,5,10.0.0.8
41579236,2,93,81,83,24,26,60,3,10.0.0.6
33167651,1,88,4,93,14,82,71,4,10.0.0.7
10981232,2,89,5,33,13,28,12,1,10.0.0.4
93674508,1,94,75,30,74,28,46,4,10.0.0.7
58891800,1,100,79,65,43,76,51,2,10.0.0.5
70595359,1,17,11,65,8,88,14,0,10.0.0.3
83872689,2,16,49,83,19,35,89,3,10.0.0.6
78984367,2,43,49,75,61,56,46,5,10.0.0.8
82216782,1,84,76,6,63,31,22,2,10.0.0.5
28156446,2,35,75,88,62,19,81,3,10.0.0.6
29532281,1,39,65,82,55,54,32,0,10.0.0.3
19384444,2,21,98,52,37,83,3,5,10.0.0.8
38277546,1,63,63,57,57,56,19,4,10.0.0.7
5943124,1,95,57,30,17,28,73,4,10.0.0.7
26874072,1,36,17,3,30,31,8,2,10.0.0.5
61227545,1,40,28,22,70,42,95,2,10.0.0.5
74885952,2,28,67,46,19,39,25,3,10.0.0.6
56929934,1,25,35,89,61,63,43,0,10.0.0.3
65510077,2,18,77,59,13,2,50,3,10.0.0.6
34318071,1,8,53,98,13,15,89,0,10.0.0.3
20396784,1,50,39,53,14,10,16,4,10.0.0.7
98581814,2,10,25,60,98,86,8,5,10.0.0.8
10357049,1,86,42,73,35,26,30,4,10.0.0.7
70876247,2,62,86,8,67,17,38,5,10.0.0.8
59535490,2,54,65,48,59,3,63,3,10.0.0.6
29994472,1,40,57,83,77,21,55,4,10.0.0.7
50033529,2,59,31,44,91,42,74,1,10.0.0.4
760854,2,31,85,8,46,98,83,3,10.0.0.6
56389160,1,30,39,93,2,76,16,0,10.0.0.3
38564910,2,72,35,9,35,65,88,1,10.0.0.4
53768377,2,63,46,0,41,30,59,3,10.0.0.6
46831177,1,76,34,61,52,100,60,2,10.0.0.5
44987539,2,52,15,13,79,47,89,1,10.0.0.4
24727577,1,72,57,6,2,19,41,2,10.0.0.5
49846780,2,25,63,30,14,38,76,3,10.0.0.6
49297033,2,64,9,14,14,54,48,1,10.0.0.4
54675626,1,28,41,1,79,67,0,2,10.0.0.5
68322362,1,81,60,19,89,13,41,4,10.0.0.7
53458012,2,17,4,58,48,70,34,1,10.0.0.4
11232182,2,87,33,20,28,23,98,3,10.0.0.6
56560646,2,98,51,97,47,43,1,5,10.0.0.8
73095312,2,80,31,61,62,48,78,1,10.0.0.4
23689888,2,52,89,63,80,47,39,5,10.0.0.8
80524326,2,11,15,38,38,77,3,5,10.0.0.8
70436146,2,66,47,69,93,16,32,5,10.0.0.8
92908562,2,20,20,3,14,42,45,3,10.0.0.6
59306641,2,70,61,89,11,22,67,3,10.0.0.6
81303087,2,14,27,47,58,76,27,1,10.0.0.4
16325549,1,17,48,39,58,21,37,0,10.0.0.3
64566397,1,41,58,100,32,61,35,0,10.0.0.3
66393530,2,45,45,33,78,67,8,5,10.0.0.8
87162544,2,29,48,51,38,52,56,3,10.0.0.6
25149927,2,97,87,37,92,62,8,5,10.0.0.8
22547039,1,60,71,97,100,6,52,4,10.0.0.7
58548521,2,65,90,51,25,49,12,5,10.0.0.8
89317868,1,91,71,71,78,91,93,2,10.0.0.5
43267227,2,11,77,36,67,40,1,5,10.0.0.8
39975863,1,8,73,99,20,14,7,0,10.0.0.3
33523347,1,25,29,14,16,29,26,2,10.0.0.5
30937281,1,83,69,3,81,51,14,2,10.0.0.5
16227765,2,66,87,40,86,71,93,3,10.0.0.6
25674660,2,31,57,66,85,55,19,5,10.0.0.8
16904953,1,60,81,53,25,2,88,4,10.0.0.7
2905321,2,81,20,37,14,79,70,3,10.0.0.6
34288247,1,12,74,69,69,27,68,0,10.0.0.3
13486502,1,17,53,91,46,59,44,0,10.0.0.3
26936348,1,68,77,21,1,83,2,2,10.0.0.5
40461509,1,15,11,55,4,96,21,0,10.0.0.3
42090845,1,47,23,5,59,46,19,2,10.0.0.5
45174211,2,36,75,50,83,28,47,5,10.0.0.8
72385273,2,54,23,4,53,37,58,1,10.0.0.4
91333871,2,92,62,40,34,42,7,5,10.0.0.8
87689942,2,60,77,9,87,76,99,1,10.0.0.4
81173107,2,97,39,73,2,54,11,3,10.0.0.6
34728714,2,62,91,89,13,33,81,3,10.0.0.6
63336622,2,9,24,18,69,11,0,5,10.0.0.8
20535422,2,65,80,60,40,94,99,3,10.0.0.6
23586945,1,2,58,87,37,61,0,0,10.0.0.3
86826743,1,11,82,7,97,89,93,2,10.0.0.5
7999273,1,46,66,16,50,57,48,2,10.0.0.5
4967263,1,14,34,89,33,58,1,0,10.0.0.3
14596962,1,80,64,85,97,24,36,4,10.0.0.7
6006863,1,7,53,29,80,77,44,0,10.0.0.3
9950700,1,19,80,79,42,18,10,4,10.0.0.7
87140643,1,18,97,68,45,81,62,0,10.0.0.3
20625472,2,2,13,67,39,7,46,1,10.0.0.4
964454,1,31,28,56,76,57,65,0,10.0.0.3
17213682,1,19,77,38,42,81,34,0,10.0.0.3
86834243,1,24,38,37,72,50,70,0,10.0.0.3
27220706,2,97,34,50,4,46,95,3,10.0.0.6
29735499,1,56,81,14,81,10,17,4,10.0.0.7
22983903,2,28,1,100,86,41,95,1,10.0.0.4
32815489,2,42,74,70,68,15,29,5,10.0.0.8
3763251,1,32,87,5,12,16,1,2,10.0.0.5
55113506,2,77,54,92,25,15,80,3,10.0.0.6
39463214,2,46,13,63,35,32,14,1,10.0.0.4
51718427,2,98,18,68,29,13,50,1,10.0.0.4
92357796,1,3,34,23,87,44,53,0,10.0.0.3
39050430,2,0,100,20,46,84,13,5,10.0.0.8
21015440,2,50,80,4,85,10,11,5,10.0.0.8
87953672,2,57,49,70,58,0,28,5,10.0.0.8
1118394,1,21,31,37,51,43,65,0,10.0.0.3
9222202,1,54,19,86,60,52,46,4,10.0.0.7
20355278,1,84,75,96,33,65,4,4,10.0.0.7
6590221,1,16,19,38,27,24,41,0,10.0.0.3
47236039,1,17,65,30,94,8,10,4,10.0.0.7
40253671,1,68,21,22,34,96,74,2,10.0.0.5
58673331,2,63,66,92,61,92,100,3,10.0.0.6
2486611,1,99,56,20,69,17,38,4,10.0.0.7
40407938,1,34,57,79,70,22,96,4,10.0.0.7
55193014,1,49,16,81,63,1,90,4,10.0.0.7
73462202,2,11,90,41,85,3,72,5,10.0.0.8
52525888,2,55,78,34,37,90,21,5,10.0.0.8
72226487,1,53,73,9,73,6,65,4,10.0.0.7
18181983,2,28,39,30,44,42,22,5,10.0.0.8
79455651,1,1,1,97,100,46,79,0,10.0.0.3
91846476,2,9,100,49,73,25,83,3,10.0.0.6
98533951,2,10,57,11,29,87,22,5,10.0.0.8
56703900,2,81,10,44,74,79,49,1,10.0.0.4
31611272,2,8,75,31,27,25,98,3,10.0.0.6
31160195,2,21,54,87,14,4,48,3,10.0.0.6
24174496,1,13,52,47,99,14,60,0,10.0.0.3
85122531,1,51,30,69,52,38,29,4,10.0.0.7
89695788,1,97,15,37,43,47,13,2,10.0.0.5
13655796,2,81,78,53,53,63,25,5,10.0.0.8
65536929,2,37,48,56,7,73,40,3,10.0.0.6
99869837,2,5,23,81,49,29,55,1,10.0.0.4
76920811,1,31,19,8,62,40,33,2,10.0.0.5
19802881,2,27,68,63,51,2,7,5,10.0.0.8
37868669,2,46,44,46,99,77,69,1,10.0.0.4
83557565,2,100,11,15,16,81,74,1,10.0.0.4
10499672,1,89,36,20,57,5,12,4,10.0.0.7
13870767,1,71,50,53,10,64,5,2,10.0.0.5
82678532,2,61,8,39,71,39,72,1,10.0.0.4
1305475,1,45,34,76,71,48,72,0,10.0.0.3
15057681,2,92,30,30,57,16,49,1,10.0.0.4
13551328,1,38,76,29,48,89,97,2,10.0.0.5
95671163,1,15,67,53,16,84,80,0,10.0.0.3
64309112,2,63,81,38,40,63,59,3,10.0.0.6
27033705,1,64,62,57,66,7,0,4,10.0.0.7
70125001,1,74,82,37,24,19,14,4,10.0.0.7
99200370,1,14,55,55,17,77,54,0,10.0.0.3
29534324,2,87,48,13,77,14,32,5,10.0.0.8
34840941,1,69,27,7,40,19,78,2,10.0.0.5
22437693,2,90,33,85,9,95,58,3,10.0.0.6
31235261,1,17,31,52,41,37,48,0,10.0.0.3
69488867,2,34,30,43,89,53,83,1,10.0.0.4
94295007,2,0,47,21,50,41,26,5,10.0.0.8
3916594,1,4,94,19,83,6,22,0,10.0.0.3
66255011,1,45,1,35,75,17,29,4,10.0.0.7
95731388,2,88,78,12,34,96,87,3,10.0.0.6
69017529,2,16,29,36,24,43,19,5,10.0.0.8
31632613,1,59,40,73,73,92,28,0,10.0.0.3
4460980,1,21,36,92,85,43,58,0,10.0.0.3
3943485,1,62,64,77,32,6,77,4,10.0.0.7
82232559,1,26,3,87,3,37,18,0,10.0.0.3
22094562,1,5,18,21,66,41,65,0,10.0.0.3
29948345,2,21,95,72,47,55,4,5,10.0.0.8
69101116,2,71,67,48,56,40,43,5,10.0.0.8
81811437,2,90,36,27,77,29,99,1,10.0.0.4
99977602,2,10,87,53,30,60,61,3,10.0.0.6
88828709,2,27,95,20,61,92,21,5,10.0.0.8
20821765,1,71,41,53,11,85,34,2,10.0.0.5
90693067,2,4,35,83,66,75,6,5,10.0.0.8
19968941,2,11,31,44,90,41,35,1,10.0.0.4
73571233,2,42,96,15,63,58,7,5,10.0.0.8
34147953,1,15,48,65,46,84,96,0,10.0.0.3
1752328,1,13,20,88,70,60,84,0,10.0.0.3
81796355,1,87,84,87,55,96,70,0,10.0.0.3
3156908,2,82,29,45,26,76,23,5,10.0.0.8
33132602,1,9,91,34,17,83,7,0,10.0.0.3
78694784,2,88,66,61,75,71,100,1,10.0.0.4
5978015,2,74,10,46,31,15,60,1,10.0.0.4
57586669,2,31,40,20,99,67,37,5,10.0.0.8
36739027,2,21,18,98,54,50,58,1,10.0.0.4
8575831,2,42,77,5,16,100,71,3,10.0.0.6
33324508,1,30,4,58,61,16,89,4,10.0.0.7
73200314,2,31,75,100,27,97,78,3,10.0.0.6
81915579,1,72,3,75,63,79,39,0,10.0.0.3
84001215,1,66,54,25,19,42,48,2,10.0.0.5
40080316,1,52,71,46,58,1,83,4,10.0.0.7
38762946,1,30,14,12,68,80,64,2,10.0.0.5
35086935,2,50,53,75,89,94,55,1,10.0.0.4
9585135,1,11,92,70,10,74,1,0,10.0.0.3
45547537,2,69,92,81,98,58,11,5,10.0.0.8
36124765,1,74,69,78,86,6,34,4,10.0.0.7
52233120,1,49,80,88,95,15,2,4,10.0.0.7
75989376,1,10,48,49,89,95,37,0,10.0.0.3
28768603,1,3,69,100,92,79,94,0,10.0.0.3
79177763,1,16,44,88,10,92,71,0,10.0.0.3
54374324,1,36,45,50,78,50,62,0,10.0.0.3
36167857,1,85,28,32,28,95,28,2,10.0.0.5
76886690,2,6,46,3,83,67,89,1,10.0.0.4
61727950,2,0,84,72,49,18,39,5,10.0.0.8
53082130,1,94,34,74,22,47,15,4,10.0.0.7
88161629,2,18,65,81,28,22,63,3,10.0.0.6
19641450,2,69,95,1,57,20,85,3,10.0.0.6
79375214,1,2,86,26,95,91,14,0,10.0.0.3
83852645,2,79,33,86,88,92,34,1,10.0.0.4
74698112,2,98,3,10,87,7,14,1,10.0.0.4
90854071,1,6,78,37,59,28,79,0,10.0.0.3
38803264,2,56,89,65,90,73,49,5,10.0.0.8
81016764,1,25,86,12,92,43,43,2,10.0.0.5
18951137,2,5,47,7,8,5,89,3,10.0.0.6
10482895,1,36,10,91,16,20,53,4,10.0.0.7
53248363,2,59,32,38,8,12,33,3,10.0.0.6
17794883,2,21,10,75,2,65,8,3,10.0.0.6
45642473,2,6,55,21,93,73,40,5,10.0.0.8
98454101,1,71,21,75,70,14,12,4,10.0.0.7
12071505,2,72,1,86,14,64,62,1,10.0.0.4
66346440,2,24,84,86,14,100,34,3,10.0.0.6
26614061,1,14,65,42,92,54,10,0,10.0.0.3
61551343,1,70,10,18,96,0,49,4,10.0.0.7
57492790,2,44,36,13,24,98,39,3,10.0.0.6
41928107,1,51,78,51,44,75,9,0,10.0.0.3
12397044,1,85,5,46,56,96,4,2,10.0.0.5
88472763,1,27,43,46,86,34,4,0,10.0.0.3
28013410,2,64,67,71,6,38,77,3,10.0.0.6
52699752,2,64,99,8,72,75,73,3,10.0.0.6
56389481,1,88,98,22,12,68,51,2,10.0.0.5
83684915,2,38,44,61,42,29,14,5,10.0.0.8
16763181,1,40,83,93,90,26,67,4,10.0.0.7
97409203,1,95,20,66,21,73,63,2,10.0.0.5
55172086,2,66,49,32,88,18,41,5,10.0.0.8
21788382,2,36,36,92,84,48,43,1,10.0.0.4
90115089,1,12,28,68,87,19,41,0,10.0.0.3
69908502,2,91,70,49,67,9,31,5,10.0.0.8
92393228,1,21,22,97,27,3,21,4,10.0.0.7
30835434,2,3,59,22,63,48,0,5,10.0.0.8
64143617,2,25,3,7,25,63,40,1,10.0.0.4
30004932,2,60,6,63,11,71,5,5,10.0.0.8
37102309,1,57,9,43,68,7,38,4,10.0.0.7
81475595,2,68,45,10,61,83,46,1,10.0.0.4
54753615,1,88,16,93,78,56,83,4,10.0.0.7
10202513,1,23,99,55,7,30,18,0,10.0.0.3
25627394,2,34,53,27,55,97,97,1,10.0.0.4
60916065,1,17,89,95,80,7,6,4,10.0.0.7
4622438,1,53,59,26,57,86,75,2,10.0.0.5
60939462,1,90,95,17,55,88,16,2,10.0.0.5
72943284,2,68,92,0,67,9,29,5,10.0.0.8
94315801,1,14,67,47,65,44,42,0,10.0.0.3
33277095,2,59,90,33,99,54,19,5,10.0.0.8
30992917,2,26,32,31,88,52,84,1,10.0.0.4
22142321,2,46,28,73,89,45,52,1,10.0.0.4
16656005,2,26,71,1,32,58,32,3,10.0.0.6
11152378,1,18,95,95,37,20,90,0,10.0.0.3
54617654,2,28,48,19,99,8,11,5,10.0.0.8
85342918,2,84,3,43,75,81,13,1,10.0.0.4
81871846,1,82,26,7,22,51,83,2,10.0.0.5
9874971,1,67,47,80,40,16,72,4,10.0.0.7
27491555,1,92,32,55,91,20,62,4,10.0.0.7
37081452,2,88,32,46,15,70,88,3,10.0.0.6
184322,1,12,98,2,63,49,51,2,10.0.0.5
72741209,1,0,67,90,36,70,84,0,10.0.0.3
56854457,1,79,92,59,26,58,70,4,10.0.0.7
95861178,1,16,81,81,99,28,95,0,10.0.0.3
55609814,1,34,84,21,95,65,50,2,10.0.0.5
80800761,2,91,55,93,84,91,64,1,10.0.0.4
26530932,2,69,31,11,62,55,22,5,10.0.0.8
54237371,2,98,71,62,39,72,11,5,10.0.0.8
20695145,2,75,43,48,23,3,69,3,10.0.0.6
34284116,2,67,38,3,27,25,49,3,10.0.0.6
85583604,1,21,60,24,82,80,17,0,10.0.0.3
47489772,1,44,12,31,11,38,87,2,10.0.0.5
70890728,1,55,4,47,82,57,37,2,10.0.0.5
98393673,1,7,15,96,74,91,51,0,10.0.0.3
96767263,2,32,30,0,94,9,74,1,10.0.0.4
89391598,1,91,49,11,91,74,61,2,10.0.0.5
96500351,2,74,76,33,60,17,99,3,10.0.0.6
78444014,2,25,70,62,23,35,93,3,10.0.0.6
30597857,1,70,68,34,67,59,10,2,10.0.0.5
21324336,1,35,47,13,52,99,15,2,10.0.0.5
7673272,1,15,12,88,31,18,9,0,10.0.0.3
84133968,1,19,85,61,25,53,41,0,10.0.0.3
74432075,2,39,52,97,33,16,47,3,10.0.0.6
93500821,1,99,68,3,1,31,48,2,10.0.0.5
46865618,2,63,88,0,42,53,33,5,10.0.0.8
90310710,2,16,20,70,26,56,86,1,10.0.0.4
34978084,2,59,83,30,25,37,50,3,10.0.0.6
26295875,1,44,94,65,64,88,77,0,10.0.0.3
55461265,2,39,5,43,77,84,28,1,10.0.0.4
33773799,2,8,18,74,22,19,99,1,10.0.0.4
69989190,1,51,58,61,21,94,86,0,10.0.0.3
65759612,1,83,82,13,77,81,42,2,10.0.0.5
37116569,1,8,87,5,28,64,51,2,10.0.0.5
34726657,1,8,83,86,1,9,71,0,10.0.0.3
14222914,2,35,63,10,26,70,90,3,10.0.0.6
85953202,1,58,59,9,31,52,2,2,10.0.0.5
60690533,2,36,91,64,74,18,42,5,10.0.0.8
45226058,2,91,29,43,58,14,1,5,10.0.0.8
24181200,2,47,83,64,11,85,99,3,10.0.0.6
29562295,1,38,95,50,66,95,4,0,10.0.0.3
95980782,2,84,68,83,95,8,88,1,10.0.0.4
13466930,2,97,25,24,20,24,77,3,10.0.0.6
34484911,2,26,45,78,78,40,0,5,10.0.0.8
49917411,2,40,83,40,32,44,65,3,10.0.0.6
56779692,1,7,58,12,30,21,43,0,10.0.0.3
94849201,1,2,68,29,63,3,68,0,10.0.0.3
75795505,1,17,18,84,53,74,48,0,10.0.0.3
49021376,1,77,92,98,72,66,57,4,10.0.0.7
36121388,2,73,37,14,77,16,30,5,10.0.0.8
26669049,1,45,51,19,76,46,19,2,10.0.0.5
40597886,2,33,72,58,61,54,40,5,10.0.0.8
81585758,2,11,42,60,78,68,1,5,10.0.0.8
7474304,1,46,85,51,10,42,81,4,10.0.0.7
41817755,1,65,86,6,23,15,95,2,10.0.0.5
30753207,1,84,100,82,96,36,53,4,10.0.0.7
67961365,1,40,56,9,70,78,72,2,10.0.0.5
25530049,1,68,68,25,80,85,80,2,10.0.0.5
88830119,2,84,27,79,67,96,25,5,10.0.0.8
31694746,1,70,91,1,24,24,3,2,10.0.0.5
44309607,1,85,2,30,99,32,35,2,10.0.0.5
16320878,2,8,99,80,15,16,43,3,10.0.0.6
82683193,1,80,46,78,61,1,94,4,10.0.0.7
31003929,2,82,40,67,9,14,60,3,10.0.0.6
28015372,1,74,9,33,20,13,50,4,10.0.0.7
1188627,2,51,85,40,40,96,53,3,10.0.0.6
4508856,2,31,38,78,2,65,80,3,10.0.0.6
5130371,2,19,75,74,17,56,73,3,10.0.0.6
45517113,2,26,73,54,29,23,93,3,10.0.0.6
60232507,2,92,88,22,32,57,20,5,10.0.0.8
54450550,1,17,88,21,60,19,78,0,10.0.0.3
99547614,1,49,6,74,5,19,71,4,10.0.0.7
78172653,2,41,9,27,16,59,51,1,10.0.0.4
15056829,2,91,78,8,18,4,35,3,10.0.0.6
66245284,1,11,55,12,66,48,97,0,10.0.0.3
3892435,1,15,51,78,3,67,46,0,10.0.0.3
65630904,2,51,5,40,25,96,81,1,10.0.0.4
26554761,1,18,55,71,24,6,59,4,10.0.0.7
57058341,1,43,15,48,52,58,68,0,10.0.0.3
32645619,2,47,71,36,15,83,63,3,10.0.0.6
40846914,2,84,58,46,54,77,98,3,10.0.0.6
97967232,2,5,14,24,70,69,55,1,10.0.0.4
66337819,2,31,42,37,5,32,67,3,10.0.0.6
35973464,1,78,11,84,57,86,55,0,10.0.0.3
88270959,2,94,72,58,47,82,39,5,10.0.0.8
61433094,1,58,30,1,35,99,91,2,10.0.0.5
64065304,2,72,13,62,87,50,9,5,10.0.0.8
89228672,1,93,51,41,23,31,67,4,10.0.0.7
67674380,2,40,12,27,66,82,30,1,10.0.0.4
89444633,1,63,80,73,88,91,90,0,10.0.0.3
62365936,2,3,46,27,58,45,72,1,10.0.0.4
4667764,2,43,19,68,94,42,87,1,10.0.0.4
58956453,1,80,46,32,90,26,34,4,10.0.0.7
60857350,1,14,10,48,56,56,10,0,10.0.0.3
37319177,2,74,28,46,28,8,13,5,10.0.0.8
56363232,2,3,4,87,45,78,10,1,10.0.0.4
64455325,2,99,2,6,29,96,42,1,10.0.0.4
42179591,1,62,22,50,10,91,65,2,10.0.0.5
86143620,2,15,4,29,89,92,15,1,10.0.0.4
86640894,1,99,91,55,35,76,66,2,10.0.0.5
3346296,2,98,56,81,56,76,95,1,10.0.0.4
32676453,2,50,79,77,19,17,21,3,10.0.0.6
53033809,1,51,9,98,5,18,45,4,10.0.0.7
69577987,2,12,43,10,55,10,86,1,10.0.0.4
80321442,2,38,93,87,7,64,71,3,10.0.0.6
89036767,2,11,46,79,63,7,36,5,10.0.0.8
20339019,2,2,21,43,95,2,43,1,10.0.0.4
56144903,1,17,82,77,23,26,32,0,10.0.0.3
88992379,1,24,45,30,71,47,14,0,10.0.0.3
9686839,2,94,80,79,23,6,91,3,10.0.0.6
45489263,1,99,43,100,56,54,66,4,10.0.0.7
30130117,2,66,66,12,87,27,8,5,10.0.0.8
924861,2,2,54,56,49,91,85,3,10.0.0.6
42839853,1,65,34,26,0,32,99,2,10.0.0.5
27932786,2,82,22,8,26,31,15,5,10.0.0.8
14195852,2,40,82,84,99,94,80,5,10.0.0.8
88102295,1,62,8,21,67,90,74,2,10.0.0.5
7766086,2,47,50,64,97,90,60,1,10.0.0.4
19187060,2,57,92,65,98,4,73,5,10.0.0.8
56899660,1,16,96,79,100,8,79,4,10.0.0.7
15804596,2,66,88,56,49,4,28,5,10.0.0.8
93030066,2,55,78,22,26,57,40,3,10.0.0.6
24051675,2,56,8,49,22,93,10,1,10.0.0.4
12687369,2,5,7,98,99,68,94,1,10.0.0.4
46752153,1,17,80,65,55,17,78,0,10.0.0.3
26407223,2,76,93,39,77,34,38,5,10.0.0.8
92700328,2,1,60,69,65,50,24,5,10.0.0.8
81054614,1,81,75,35,46,7,72,4,10.0.0.7
78530494,1,46,44,80,61,4,23,4,10.0.0.7
95607988,2,0,2,60,88,79,44,1,10.0.0.4
26185524,2,87,51,41,90,37,8,5,10.0.0.8
48809135,2,87,64,25,56,22,76,3,10.0.0.6
12851314,2,12,77,44,27,41,20,5,10.0.0.8
97214271,2,26,37,3,18,52,66,3,10.0.0.6
90638475,2,81,40,90,14,2,27,3,10.0.0.6
93221924,1,56,28,94,0,15,76,4,10.0.0.7
66365062,2,31,46,13,86,70,76,1,10.0.0.4
99368218,2,58,47,24,65,4,65,1,10.0.0.4
15025706,1,61,82,29,78,95,80,2,10.0.0.5
67104232,2,23,87,21,92,65,33,5,10.0.0.8
29146144,1,13,88,86,97,83,40,0,10.0.0.3
91954100,2,91,75,44,80,84,87,1,10.0.0.4
94086702,2,35,30,25,33,16,80,1,10.0.0.4
50698187,2,84,85,99,58,65,37,5,10.0.0.8
34349127,2,8,77,68,30,35,20,5,10.0.0.8
5865862,2,5,76,85,73,1,49,5,10.0.0.8
75764301,2,42,29,48,22,49,49,3,10.0.0.6
16944983,2,17,33,96,31,61,41,3,10.0.0.6
11419186,2,63,95,56,80,63,94,3,10.0.0.6
86543747,1,46,75,24,70,74,36,2,10.0.0.5
565269,1,0,80,32,13,15,78,0,10.0.0.3
25051494,2,29,77,31,69,0,42,5,10.0.0.8
39467159,1,42,86,60,61,58,97,0,10.0.0.3
9463956,1,27,61,79,37,19,23,4,10.0.0.7
71569823,1,32,55,69,7,15,72,4,10.0.0.7
68834639,1,78,65,16,70,76,41,2,10.0.0.5
71331802,2,89,23,32,38,0,97,1,10.0.0.4
